Go.	Geh.
Do you have Tom's address?	Hast du Toms Adresse?
Do you have Tom's address?	Haben Sie Toms Adresse?
Do you have Tom's address?	Habt ihr Toms Adresse?
Do you have a best friend?	Hast du einen besten Freund?
Do you have a double room?	Haben Sie ein Doppelzimmer?
Do you have a family, Tom?	Hast du eine Familie, Tom?
Do you have a few minutes?	Hast du ein paar Minuten?
Do you have a few minutes?	Haben Sie ein paar Minuten?
Do you have a larger size?	Haben Sie eine größere Größe?
Do you have a lot of pens?	Hast du viele Stifte?
Do you have a lot of time?	Hast du viel Zeit?
Do you have a points card?	Haben Sie eine Kundenkarte?
Do you have a reservation?	Haben Sie reserviert?
Do you have a reservation?	Habt ihr reserviert?
Do you have a reservation?	Hast du reserviert?
Do you have a snow shovel?	Hast du einen Schneeschieber?
Do you have a stomachache?	Hast du Bauchschmerzen?
Do you have a stomachache?	Hast du Bauchweh?
Do you have a temperature?	Hast du Fieber?
Do you have a temperature?	Haben Sie Fieber?
Do you have a twin sister?	Hast du eine Zwillingsschwester?
Do you have a twin sister?	Haben Sie eine Zwillingsschwester?
Do you have an MP3 player?	Hast du einen MP3-Player?
Do you have an answer yet?	Hast du schon eine Antwort?
Do you have any allergies?	Haben Sie irgendwelche Allergien?
Do you have any allergies?	Hast du irgendwelche Allergien?
Do you have any allergies?	Habt ihr irgendwelche Allergien?
Do you have any allergies?	Haben Sie Allergien?
Do you have any bug spray?	Hast du Insektenspray?
Do you have any bug spray?	Hätten Sie Insektenspray?
Do you have any bug spray?	Habt ihr Insektenspray?
Do you have any daughters?	Hast du Töchter?
Do you have any daughters?	Habt ihr Töchter?
Do you have any daughters?	Haben Sie Töchter?
Do you have any good news?	Hast du gute Neuigkeiten?
Do you have any good news?	Hast du gute Nachrichten?
Do you have any good news?	Hast du irgendeine gute Nachricht?
Do you have any good news?	Haben Sie irgendeine gute Nachricht?
Do you have any good news?	Habt ihr irgendeine gute Nachricht?
Do you have any more milk?	Habt ihr noch Milch?
Do you have any objection?	Hast du etwas dagegen?
Do you have any objection?	Hast du irgendwelche Einwände?
Do you have any objection?	Habt ihr irgendwelche Einwände?
Do you have any objection?	Haben Sie irgendwelche Einwände?
Do you have any objection?	Habt ihr etwas dagegen?
Do you have any objection?	Haben Sie etwas dagegen?
Do you have any questions?	Haben Sie Fragen?
Do you have any questions?	Habt ihr Fragen?
Do you have any questions?	Hast du Fragen?
Do you have any sunscreen?	Hast du Sonnenmilch?
Do you have any sunscreen?	Haben Sie Sonnenmilch?
Do you have any vacancies?	Haben Sie ein Zimmer frei?
Do you have grandchildren?	Haben Sie Enkelkinder?
Do you have hard evidence?	Hast du einen handfesten Beweis?
Do you have hard evidence?	Habt ihr einen handfesten Beweis?
Do you have hard evidence?	Haben Sie einen handfesten Beweis?
Do you have one-day tours?	Bieten Sie Tagesausflüge an?
Do you have two computers?	Hast du zwei Computer?
Do you have walking boots?	Hast du Wanderstiefel?
Do you have walking shoes?	Hast du Wanderschuhe?
Do you have walking shoes?	Habt ihr Wanderschuhe?
Do you have walking shoes?	Haben Sie Wanderschuhe?
Do you have what it takes?	Hast du das Zeug dazu?
Do you have your own room?	Hast du ein eigenes Zimmer?
Do you have your own room?	Habt ihr ein eigenes Zimmer?
Do you have your own room?	Haben Sie ein eigenes Zimmer?
Do you intend to help Tom?	Hast du vor, Tom zu helfen?
Do you intend to help Tom?	Habt ihr vor, Tom zu helfen?
Do you intend to help Tom?	Haben Sie vor, Tom zu helfen?
Do you know Tom's address?	Kennst du Toms Anschrift?
Do you know Tom's parents?	Kennst du Toms Eltern?
Do you know Tom's parents?	Kennt ihr Toms Eltern?
Do you know Tom's parents?	Kennen Sie Toms Eltern?
Do you know how they knew?	Weißt du, von wo sie es erfuhren?
Do you know how to use it?	Weißt du, wie man das benutzt?
Do you know how to use it?	Wisst ihr, wie man das benutzt?
Do you know how to use it?	Wissen Sie, wie man das benutzt?
Do you know what Tom said?	Weißt du, was Tom gesagt hat?
Do you know what happened?	Weißt du, was passiert ist?
Do you know what she said?	Weißt du, was sie gesagt hat?
Do you know what she said?	Wisst ihr, was sie gesagt hat?
Do you know what she said?	Wissen Sie, was sie gesagt hat?
Do you know when Tom died?	Weißt du, wann Tom gestorben ist?
Do you know where he went?	Wissen Sie, wo er hinging?
Do you know where he went?	Weißt du, wo er hingegangen ist?
Do you know where he went?	Wisst ihr, wo er hingegangen ist?
Do you know where he went?	Wissen Sie, wo er hingegangen ist?
Do you know where we live?	Weißt du, wo wir wohnen?
Do you know where you are?	Weißt du, wo du bist?
Do you know who said that?	Weißt du, wer das gesagt hat?
Do you know who said that?	Wisst ihr, wer das gesagt hat?
Do you know who said that?	Wissen Sie, wer das gesagt hat?
Do you know whose this is?	Weißt du, wem das hier gehört?
Do you like Earl Grey tea?	Magst du Earl-Grey-Tee?
Do you like Japanese food?	Essen Sie gerne japanisch?
Do you like Japanese food?	Magst du japanisches Essen?
Do you like Japanese food?	Isst du gerne japanisch?
Do you like San Francisco?	Gefällt dir San Francisco?
Do you like San Francisco?	Gefällt euch San Francisco?
Do you like San Francisco?	Gefällt Ihnen San Francisco?
Do you like Tom's tattoos?	Gefallen dir Toms Tätowierungen?
Do you like frozen yogurt?	Magst du Joghurteis?
Do you like ghost stories?	Magst du Geistergeschichten?
Do you like ghost stories?	Mögt ihr Geistergeschichten?
Do you like ghost stories?	Mögen Sie Geistergeschichten?
Do you like going to work?	Gehst du gern zur Arbeit?
Do you like going to work?	Gehen Sie gern zur Arbeit?
Do you like going to work?	Geht ihr gern zur Arbeit?
Do you like peanut butter?	Magst du Erdnussbutter?
Do you like tea or coffee?	Magst du Tee oder Kaffee?
Do you like the apartment?	Gefällt dir die Wohnung?
Do you like the apartment?	Gefällt euch die Wohnung?
Do you like the apartment?	Gefällt Ihnen die Wohnung?
Do you like the food here?	Magst du das Essen hier?
Do you like this backpack?	Gefällt dir dieser Rucksack?
Do you like to play games?	Spielst du gern?
Do you like to play games?	Spielt ihr gern?
Do you like to play games?	Spielen Sie gern?
Do you like your teachers?	Magst du deine Lehrer?
Do you live in the desert?	Wohnst du in der Wüste?
Do you mind if I join you?	Macht es Ihnen etwas aus, wenn ich mich Ihnen anschließe?
Do you mind if I join you?	Macht es Ihnen etwas aus, wenn ich mich zu Ihnen geselle?
Do you need anything else?	Brauchst du sonst noch etwas?
Do you need anything else?	Benötigen Sie noch etwas anderes?
Do you need anything else?	Brauchst du sonst noch was?
Do you need anything else?	Brauchst du noch etwas?
Do you need my assistance?	Brauchst du meine Hilfe?
Do you need my assistance?	Braucht ihr meine Hilfe?
Do you need my assistance?	Brauchen Sie meine Hilfe?
Do you plan on using that?	Hast du vor, das zu benutzen?
Do you play an instrument?	Spielen Sie irgendein Instrument?
Do you recognize my voice?	Erkennst du meine Stimme?
Do you recognize my voice?	Erkennt ihr meine Stimme?
Do you recognize my voice?	Erkennen Sie meine Stimme?
Do you remember that shop?	Erinnerst du dich an das Geschäft?
Do you see the difference?	Sehen Sie den Unterschied?
Do you sell mineral water?	Verkaufen Sie Mineralwasser?
Do you still drink coffee?	Trinkst du noch Kaffee?
Do you still go to church?	Gehst du noch in die Kirche?
Do you still go to school?	Gehst du noch zur Schule?
Do you still have a fever?	Hast du noch Fieber?
Do you still need my help?	Brauchst du meine Hilfe noch?
Do you still study French?	Lernst du noch Französisch?
Do you still wear glasses?	Trägst du noch eine Brille?
Do you still work for Tom?	Arbeitest du noch für Tom?
Do you still work for Tom?	Arbeitest du immer noch für Tom?
Do you still work for Tom?	Arbeitet ihr noch für Tom?
Do you still work for Tom?	Arbeitet ihr immer noch für Tom?
Do you still work for Tom?	Arbeiten Sie noch für Tom?
Do you still work for Tom?	Arbeiten Sie immer noch für Tom?
Do you take me for a fool?	Hältst du mich für einen Dummkopf?
Do you take me for a fool?	Denkst du, dass ich ein Idiot bin?
Do you take nitroglycerin?	Nehmen Sie Nitroglycerin?
Do you think I don't care?	Glaubst du etwa, das ist mir gleich?
Do you think I don't know?	Denkst du, ich weiß es nicht?
Do you think I look happy?	Denkst du, ich sehe glücklich aus?
Do you think I need to go?	Denkst du, ich muss gehen?
Do you think I need to go?	Denkt ihr, dass ich hingehen muss?
Do you think I need to go?	Glauben Sie, ich muss da hingehen?
Do you think I'm an idiot?	Hältst du mich für einen Idioten?
Do you think I'm an idiot?	Haltet ihr mich für einen Idioten?
Do you think I'm an idiot?	Denkst du, dass ich ein Idiot bin?
Do you think I'm handsome?	Findest du mich hübsch?
Do you think I'm handsome?	Findest du mich gutaussehend?
Do you think I'm to blame?	Glaubst du etwa, das wäre meine Schuld?
Do you think I'm too tall?	Findest du mich zu groß?
Do you think I'm too tall?	Finden Sie mich zu groß?
Do you think I'm too tall?	Findet ihr mich zu groß?
Do you think Tom did this?	Glaubst du, Tom hat das getan?
Do you think Tom is drunk?	Denkst du, Tom ist betrunken?
Do you think Tom is drunk?	Denkt ihr, Tom ist betrunken?
Do you think Tom is drunk?	Denken Sie, Tom ist betrunken?
Do you think Tom is happy?	Glaubst du, dass Tom glücklich ist?
Do you think Tom is happy?	Denkst du, Tom ist glücklich?
Do you think Tom is lying?	Denkst du, Tom lügt?
Do you think Tom is right?	Meinst du, Tom hat recht?
Do you think Tom is right?	Meinen Sie, dass Tom recht hat?
Do you think Tom likes me?	Glaubst du, Tom mag mich?
Do you think Tom likes me?	Glaubt ihr, Tom mag mich?
Do you think Tom likes me?	Glauben Sie, Tom mag mich?
Do you think Tom saw Mary?	Denkst du, Tom hat Maria gesehen?
Do you think aliens exist?	Glaubst du, dass es Aliens gibt?
Do you think it will work?	Denkst du, dass es funktionieren wird?
Do you think that's wrong?	Glaubst du, das ist falsch?
Do you think that's wrong?	Glauben Sie, das ist falsch?
Do you think that's wrong?	Glaubt ihr, das ist falsch?
Do you think they noticed?	Denkst du, sie haben’s gemerkt?
Do you think this is fair?	Findest du das gerecht?
Do you think you can come?	Denkst du, dass du kommen kannst?
Do you think you're obese?	Hältst du dich für fettleibig?
Do you think you're obese?	Haltet ihr euch für fettleibig?
Do you think you're obese?	Halten Sie sich für fettleibig?
Do you think you're smart?	Hältst du dich für klug?
Do you think you're smart?	Halten Sie sich für klug?
Do you think you're smart?	Haltet ihr euch für klug?
Do you understand English?	Verstehen Sie Englisch?
Do you understand me, Tom?	Verstehst du mich, Tom?
Do you use all this stuff?	Benutzt du all diesen Kram?
Do you want a bit of milk?	Willst du ein bisschen Milch?
Do you want a little cake?	Möchtest du etwas Kuchen?
Do you want anything else?	Willst du sonst noch etwas?
Do you want me to ask Tom?	Willst du, dass ich Tom frage?
Do you want me to do that?	Willst du, dass ich das mache?
Do you want me to go away?	Willst du, dass ich gehe?
Do you want me to go home?	Willst du, dass ich nach Hause gehe?
Do you want some more tea?	Wollt ihr noch ein bisschen Tee?
Do you want some more tea?	Wollen Sie noch ein bisschen Tee?
Do you want some more tea?	Möchten Sie noch etwas Tee?
Do you want some more tea?	Möchtest du noch etwas Tee?
Do you want some more tea?	Möchtet ihr noch etwas Tee?
Do you want tea or coffee?	Willst du Tee oder Kaffee trinken?
Do you want to come along?	Willst du mitkommen?
Do you want to go hunting?	Möchtest du auf die Jagd gehen?
Do you want to go with us?	Möchtest du mit uns gehen?
Do you want to look at it?	Willst du es dir ansehen?
Do you want to look at it?	Wollen Sie es sich ansehen?
Do you want to see it now?	Willst du es jetzt sehen?
Do you want to see my cat?	Willst du mal meine Katze sehen?
Do you want to skip class?	Willst du schwänzen?
Do you watch TV every day?	Siehst du jeden Tag fern?
Do you watch TV every day?	Schaust du jeden Tag Fernsehen?
Do you wear a hearing aid?	Tragen Sie ein Hörgerät?
Do you wear shoes indoors?	Trägst du im Haus Schuhe?
Do you wear shoes indoors?	Tragt ihr im Haus Schuhe?
Do you wear shoes indoors?	Tragen Sie im Haus Schuhe?
Do you work at a hospital?	Arbeitest du in einem Krankenhaus?
Do you work at a hospital?	Arbeiten Sie in einem Krankenhaus?
Do you work at a hospital?	Arbeitet ihr in einem Krankenhaus?
Do you write love letters?	Schreibst du Liebesbriefe?
Do you write love letters?	Schreibt ihr Liebesbriefe?
Do you write love letters?	Schreiben Sie Liebesbriefe?
Does Tom believe in magic?	Glaubt Tom an Magie?
Does Tom have a lot to do?	Hat Tom viel zu tun?
Does Tom have any sisters?	Hat Tom Schwestern?
Does Tom have to be there?	Muss Tom dort sein?
Does Tom have to be there?	Muss Tom da sein?
Does Tom know how to cook?	Kann Tom kochen?
Does Tom know what we did?	Weiß Tom, was wir gemacht haben?
Does Tom know what you do?	Weiß Tom, was du tust?
Does Tom know where to go?	Weiß Tom, wo es lang geht?
Does Tom know you're here?	Weiß Tom, dass du hier bist?
Does Tom like his new job?	Gefällt Tom seine neue Arbeit?
Does Tom like his parents?	Mag Tom seine Eltern?
Does Tom live around here?	Wohnt Tom in dieser Gegend?
Does Tom really want that?	Will Tom das wirklich?
Does Tom really want this?	Will Tom das wirklich?
Does Tom still have a dog?	Hat Tom noch immer einen Hund?
Does Tom still have a key?	Hat Tom noch einen Schlüssel?
Does Tom suspect anything?	Vermutet Tom etwas?
Does Tom think he can win?	Glaubt Tom, dass er gewinnen kann?
Does Tom think it'll rain?	Glaubt Tom, dass es regnen wird?
Does Tom think it'll snow?	Glaubt Tom, dass es schneien wird?
Does Tom want this or not?	Will Tom das oder nicht?
Does anyone still do that?	Macht das überhaupt noch jemand?
Does everybody understand?	Verstehen alle?
Does he go to work by bus?	Fährt er mit dem Bus zur Arbeit?
Does he have any brothers?	Hat er Brüder?
Does he know how you feel?	Weiß er, wie du dich fühlst?
Does he know how you feel?	Weiß er, wie Sie sich fühlen?
Does he know what you did?	Weißt er, was du gemacht hast?
Does it look cloudy today?	Schaut es heute wolkig aus?
Does it look cloudy today?	Sieht es heute wolkig aus?
Does it make a difference?	Macht es einen Unterschied?
Does it matter what we do?	Spielt es eine Rolle, was wir tun?
Does she have a boyfriend?	Hat sie einen Freund?
Does she like her new job?	Gefällt ihr ihre neue Arbeit?
Does that float your boat?	Wie würde dir das passen?
Does that help you at all?	Hilft Ihnen das irgendwie?
Does that make it clearer?	Wird das dadurch verständlicher?
Does the room have a bath?	Hat das Zimmer ein Bad?
Does this dress look okay?	Sieht dieses Kleid aus?
Does this have meat in it?	Ist da Fleisch drin?
Does this have pork in it?	Ist da Schweinefleisch drin?
Does this look good on me?	Schaut das gut an mir aus?
Does your back still hurt?	Tut dein Rücken immer noch weh?
Does your head still ache?	Hast du noch immer Kopfschmerzen?
Doesn't Tom look handsome?	Ist Tom nicht gutaussehend?
Doesn't that worry anyone?	Beunruhigt das niemanden?
Dogs are faithful animals.	Hunde sind treue Tiere.
Dogs have very good noses.	Hunde haben eine sehr gute Nase.
Doing this makes me happy.	Das macht mich glücklich.
Dolphins are really smart.	Delphine sind sehr klug.
Don't I owe you something?	Schulde ich dir nicht etwas?
Don't ask me how it works.	Frag mich nicht, wie das funktioniert!
Don't ask me what that is.	Frag mich nicht, was das ist!
Don't ask me what that is.	Fragt mich nicht, was das ist!
Don't ask me what that is.	Fragen Sie mich nicht, was das ist!
Don't ask silly questions.	Stell keine albernen Fragen!
Don't ask silly questions.	Stellt keine albernen Fragen!
Don't ask silly questions.	Stellen Sie keine albernen Fragen!
Don't be afraid of change.	Habe keine Angst vor Änderungen.
Don't be afraid of change.	Fürchte dich nicht vor Änderungen.
Don't be afraid of change.	Habt keine Angst vor Änderungen.
Don't be afraid of change.	Fürchtet euch nicht vor Änderungen.
Don't be cruel to animals.	Sei nicht grausam zu Tieren!
Don't be so narrow-minded.	Sei nicht so borniert!
Don't blame the messenger.	Gib nicht dem Überbringer der Botschaft die Schuld!
Don't blame the messenger.	Beschuldige nicht den Boten!
Don't concede too quickly.	Gib nicht zu schnell nach!
Don't cry over spilt milk.	Weine nicht um die vergossene Milch!
Don't do something stupid.	Mache nicht so etwas Dummes!
Don't do this to me again.	Tu mir das nicht nochmal an.
Don't eat my french fries.	Iss nicht meine Pommes!
Don't eat my french fries.	Essen Sie nicht meine Pommes!
Don't eat my french fries.	Esst nicht meine Pommes!
Don't even get me started.	Bring mich bloß nicht auf die Palme!
Don't even get me started.	Regen Sie mich bloß nicht auf!
Don't even think about it.	Denk nicht mal daran!
Don't even think about it.	Denke nicht einmal daran!
Don't even think about it.	Denken Sie nicht einmal daran!
Don't even think about it.	Denkt nicht einmal daran!
Don't ever touch me again.	Fass mich nie wieder an!
Don't expect any miracles.	Erwarte keine Wunder.
Don't expect any miracles.	Erwartet keine Wunder.
Don't expect any miracles.	Erwarten Sie keine Wunder.
Don't fail to write to me.	Schreib mir unbedingt!
Don't forget to add me in.	Vergiss nicht, mich dazu zu nehmen.
Don't forget to buy bread.	Vergiss nicht, Brot zu kaufen!
Don't forget your promise.	Vergiss nicht dein Versprechen.
Don't get any funny ideas.	Komm nicht auf dumme Gedanken!
Don't hang up yet, please.	Leg bitte noch nicht auf.
Don't hold it upside down.	Halte es nicht verkehrt herum!
Don't hold it upside down.	Halten Sie es nicht verkehrt herum!
Don't jump to conclusions.	Ziehe keine voreiligen Schlüsse.
Don't keep me in suspense.	Spann mich nicht auf die Folter.
Don't laugh at my failure.	Lache nicht über mein Versagen.
Don't lean out the window.	Lehn dich nicht aus dem Fenster.
Don't lean out the window.	Lehnt euch nicht aus dem Fenster.
Don't leave me here alone.	Lass mich hier nicht allein!
Don't let anybody see you.	Pass auf, dass dich niemand sieht!
Don't let him do it alone.	Lass ihn das nicht alleine machen!
Don't let it get you down.	Lass dich davon nicht unterkriegen.
Don't let your guard down.	Bleib wachsam!
Don't look at me that way.	Schau mich nicht so an.
Don't look at me that way.	Sieh mich nicht so an.
Don't make me do it again.	Zwinge mich nicht, das nochmal zu machen.
Don't make me do it again.	Lass mich das nicht nochmal machen.
Don't mention that to Tom.	Sag Tom nichts davon!
Don't mention this to Tom.	Sag das nicht Tom.
Don't play with your food.	Nicht mit dem Essen spielen!
Don't punish the children.	Strafe die Kinder nicht!
Don't put that in the bag.	Mache das nicht in den Sack.
Don't say anything to Tom.	Nichts Tom sagen!
Don't say that word again.	Sag das nicht noch einmal.
Don't smoke in the toilet.	Rauche nicht auf der Toilette!
Don't smoke in the toilet.	Rauchen Sie nicht auf der Toilette!
Don't smoke in the toilet.	Auf der Toilette nicht rauchen!
Don't take my word for it.	Vertraut nicht darauf, was ich sage.
Don't take my word for it.	Überzeug dich selbst.
Don't tell Tom I'm coming.	Sag Tom nichts davon, dass ich komme!
Don't tell me Tom is dead.	Tom ist tot? Sag bloß!
Don't tell me what to eat.	Sag mir nicht, was ich essen soll.
Don't thank me. Thank Tom.	Danke nicht mir, danke Tom!
Don't throw anything away.	Schmeiß nichts weg!
Don't throw anything away.	Schmeißen Sie nichts weg!
Don't throw anything away.	Schmeißt nichts weg!
Don't touch anything here.	Fass hier nichts an!
Don't touch the wet paint.	Fass die nasse Farbe nicht an.
Don't treat me like a dog.	Behandle mich nicht wie einen Hund!
Don't treat me like a kid.	Behandel mich nicht wie ein Kind.
Don't trust what Tom says.	Vertraue nicht darauf, was Tom sagt!
Don't waste too much time.	Verschwende nicht zu viel Zeit!
Don't waste too much time.	Verschwendet nicht zu viel Zeit!
Don't waste too much time.	Verschwenden Sie nicht zu viel Zeit!
Don't worry. I won't tell.	Mach dir keine Gedanken. Ich sage nichts.
Don't worry. I won't tell.	Macht euch keine Gedanken. Ich sage nichts.
Don't worry. I won't tell.	Machen Sie sich keine Gedanken. Ich sage nichts.
Don't worry. I'm a doctor.	Keine Sorge! Ich bin Arzt.
Don't worry. I'm a doctor.	Keine Sorge! Ich bin Ärztin.
